market,funding_rounds,founded_month,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,age_first_funding,status_binary
Other,1.0,1.0,2000.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.123287671232877,1
Other,1.0,10.0,2010.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852054794520548,0
Other,2.0,9.0,2005.0,1000000.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.4958904109589041,1
Software ,1.0,1.0,2006.0,0.0,5689647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5689647.0,0.0,0.0,0.0,0.0,4.038356164383561,1
Software ,1.0,1.0,2002.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,3.2849315068493152,1
Advertising ,1.0,1.0,2005.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,2.4904109589041097,0
Other,2.0,1.0,2000.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,10000000.0,0.0,0.0,0.0,4.7534246575342465,1
Other,3.0,1.0,2010.0,0.0,18829964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4904109589041097,1
Mobile ,3.0,1.0,2007.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,11000000.0,0.0,0.0,0.0,0.0,1.7534246575342465,1
Biotechnology ,2.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,2783950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0931506849315067,1
Manufacturing ,2.0,1.0,2004.0,0.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.901369863013699,1
Software ,3.0,1.0,2003.0,1750000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,2500000.0,0.0,0.0,0.0,0.0,0.8684931506849315,1
Security ,1.0,1.0,2002.0,0.0,1624800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.115068493150686,0
Other,3.0,5.0,2000.0,0.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,0.0,0.0,0.0,0.0,1
Mobile ,1.0,1.0,2002.0,0.0,9340000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9340000.0,0.0,0.0,0.0,0.0,5.961643835616439,1
Hardware + Software ,3.0,1.0,2011.0,0.0,0.0,0.0,0.0,0.0,1617252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8383561643835616,1
Other,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,545000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8328767123287671,0
Other,4.0,1.0,2011.0,600000.0,2049997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2049997.0,0.0,0.0,0.0,0.0,0.0,1.1424657534246576,1
Other,1.0,3.0,2005.0,0.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.25205479452054796,1
Other,2.0,9.0,2008.0,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,1.673972602739726,1
Other,1.0,1.0,2005.0,0.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.076712328767123,0
Other,3.0,1.0,2006.0,0.0,19000000.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,4000000.0,15000000.0,0.0,0.0,0.0,0.0,2.095890410958904,1
Other,4.0,5.0,2011.0,500000.0,3500000.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.08767123287671233,1
Software ,2.0,1.0,2010.0,0.0,12010000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010000.0,0.0,0.0,0.0,0.0,0.0,1.1013698630136985,1
Health and Wellness ,1.0,1.0,2001.0,0.0,0.0,0.0,0.0,0.0,1135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.139726027397261,0
Software ,1.0,1.0,2000.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,7.575342465753424,1
Advertising ,2.0,1.0,2004.0,0.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,6000000.0,0.0,0.0,0.0,0.0,1.0876712328767124,0
Other,3.0,1.0,2001.0,0.0,15247925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,5247925.0,0.0,0.0,4.745205479452054,1
Other,1.0,12.0,2004.0,0.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.463013698630137,1
Other,1.0,2.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4767123287671233,0
Other,1.0,8.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6657534246575343,0
Other,3.0,3.0,2006.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,1
Enterprise Software ,4.0,1.0,2006.0,0.0,9844000.0,0.0,0.0,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,2500000.0,6900000.0,0.0,0.0,0.0,0.0,2.117808219178082,1
Other,2.0,1.0,2008.0,0.0,20750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5750000.0,15000000.0,0.0,0.0,0.0,0.0,2.4767123287671233,1
Other,3.0,4.0,2009.0,416179.0,1232849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232849.0,0.0,0.0,0.0,0.0,0.0,0.5232876712328767,1
Other,1.0,3.0,2011.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.40273972602739727,1
Other,1.0,1.0,2011.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8520547945205479,1
Software ,1.0,5.0,2009.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Other,2.0,9.0,2012.0,3000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.4465753424657534,1
Games ,1.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41643835616438357,0
Other,1.0,1.0,2011.0,2900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.213698630136986,1
Software ,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3315068493150686,0
Curated Web ,2.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5835616438356164,1
Curated Web ,2.0,9.0,2010.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536986301369863,1
Mobile ,1.0,3.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Software ,1.0,1.0,2004.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6356164383561644,0
Other,2.0,4.0,2011.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11506849315068493,0
Mobile ,2.0,1.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.002739726027397,0
Other,3.0,1.0,2005.0,0.0,10600000.0,0.0,0.0,0.0,0.0,1400000.0,0.0,0.0,0.0,0.0,10600000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Other,3.0,1.0,2006.0,900000.0,0.0,0.0,0.0,0.0,0.0,1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4136986301369863,1
Mobile ,1.0,2.0,2010.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83013698630137,0
Other,2.0,1.0,2011.0,1947189.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,2.526027397260274,1
Other,2.0,1.0,2009.0,1500000.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,3.1397260273972605,1
Other,3.0,1.0,2011.0,250000.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7589041095890411,1
Analytics ,1.0,1.0,2001.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,7.235616438356164,1
Analytics ,2.0,1.0,2006.0,300000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,1.2465753424657535,1
Manufacturing ,1.0,1.0,2011.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.164383561643836,0
Other,2.0,1.0,2004.0,0.0,8000000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,4.695890410958904,1
Other,2.0,9.0,2007.0,0.0,607260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.704109589041096,1
Clean Technology ,2.0,1.0,2008.0,0.0,5859444.0,0.0,0.0,0.0,0.0,0.0,0.0,11600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.021917808219178,1
Other,2.0,6.0,2010.0,0.0,7650097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6555160.0,0.0,0.0,0.0,0.0,0.0,0.5424657534246575,1
Other,3.0,8.0,2006.0,0.0,2299586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Curated Web ,1.0,3.0,2010.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0
Biotechnology ,1.0,1.0,2007.0,0.0,812931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812931.0,0.0,0.0,0.0,0.0,3.0547945205479454,0
Software ,2.0,1.0,2003.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,10000000.0,0.0,0.0,0.0,0.0,2.4164383561643836,0
Curated Web ,1.0,7.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095890410958904,1
Curated Web ,1.0,6.0,2010.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Other,2.0,12.0,2009.0,0.0,3250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.4191780821917808,1
Other,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084931506849315,0
Other,1.0,1.0,2008.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Advertising ,1.0,1.0,2010.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084931506849315,1
Other,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.249315068493151,0
Other,1.0,1.0,2008.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.673972602739726,1
Social Media ,2.0,3.0,2009.0,400000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Curated Web ,1.0,1.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0027397260273974,1
Other,1.0,3.0,2013.0,185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0876712328767124,1
Biotechnology ,1.0,1.0,2007.0,0.0,20500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500000.0,0.0,0.0,0.0,0.0,3.7041095890410958,1
Curated Web ,1.0,1.0,2003.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,4.046575342465753,1
Games ,1.0,2.0,2011.0,0.0,549970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.361643835616438,0
Other,1.0,7.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4410958904109589,0
Software ,1.0,1.0,2006.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.9945205479452055,1
Other,1.0,12.0,2006.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.08493150684931507,0
Manufacturing ,3.0,10.0,2009.0,1000000.0,871500.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0
Other,2.0,6.0,2011.0,0.0,3000000.0,0.0,0.0,0.0,175000.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mobile ,2.0,1.0,2011.0,50000.0,0.0,0.0,0.0,0.0,0.0,135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2027397260273973,0
Software ,3.0,1.0,2007.0,0.0,6800000.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,0.0,0.0,3000000.0,3800000.0,0.0,0.0,0.0,0.0,1.0410958904109588,1
Curated Web ,1.0,10.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Other,5.0,1.0,2006.0,0.0,16600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,15100000.0,0.0,0.0,0.0,0.0,0.5835616438356165,1
E-Commerce ,1.0,9.0,2010.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Other,1.0,11.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082191780821918,0
Software ,1.0,1.0,2000.0,0.0,3960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3960000.0,0.0,0.0,0.0,0.0,0.0,5.213698630136986,1
Hardware + Software ,2.0,1.0,2003.0,0.0,12209831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071232876712329,1
Mobile ,2.0,1.0,2010.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,10000000.0,0.0,0.0,0.0,0.0,1.3287671232876712,1
Mobile ,1.0,11.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Other,2.0,6.0,2007.0,250000.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Other,1.0,6.0,2011.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5863013698630137,0
Other,1.0,1.0,2009.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4136986301369863,0
Enterprise Software ,1.0,4.0,2008.0,0.0,1614202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614202.0,0.0,0.0,0.0,0.0,0.0,1.7616438356164383,1
Other,4.0,3.0,2009.0,0.0,1980000.0,0.0,0.0,0.0,0.0,365000.0,0.0,0.0,0.0,0.0,1980000.0,0.0,0.0,0.0,0.0,0.0,0.19452054794520549,1
Other,2.0,1.0,2007.0,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,9000000.0,0.0,0.0,0.0,0.0,3.5726027397260274,1
Curated Web ,2.0,11.0,2007.0,1000000.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16712328767123288,0
Curated Web ,1.0,7.0,2010.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16986301369863013,1
Software ,1.0,8.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.471232876712329,1
Mobile ,3.0,1.0,2010.0,1000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0328767123287672,1
Mobile ,2.0,1.0,2006.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.8575342465753425,1
Software ,1.0,1.0,2004.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,0.0,0.0,0.0,0.0,2.0465753424657533,1
Biotechnology ,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9250150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.158904109589041,1
Biotechnology ,1.0,1.0,2005.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.8301369863013699,0
Other,1.0,11.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mobile ,1.0,5.0,2010.0,35265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2931506849315069,1
Other,6.0,1.0,2006.0,0.0,9750000.0,0.0,0.0,0.0,4514323.0,0.0,0.0,0.0,0.0,0.0,2150000.0,0.0,0.0,0.0,0.0,0.0,1.6986301369863013,1
Other,2.0,2.0,2011.0,0.0,6000000.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,1
Other,1.0,3.0,2007.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7890410958904109,1
Other,1.0,1.0,2002.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,4.756164383561644,0
Other,1.0,9.0,2010.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479452054794521,0
Enterprise Software ,1.0,1.0,2011.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9342465753424658,1
Games ,1.0,1.0,2008.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8054794520547945,1
Finance ,1.0,4.0,2002.0,607200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9506849315068493,1
Social Media ,1.0,7.0,2006.0,242880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Software ,1.0,1.0,2000.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1287671232876715,1
Software ,1.0,2.0,2000.0,0.0,3850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3850000.0,0.0,0.0,0.0,5.131506849315069,1
Social Media ,1.0,3.0,2012.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Other,2.0,9.0,2007.0,0.0,2250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,1000000.0,0.0,0.0,0.0,0.0,0.7534246575342466,1
Other,1.0,1.0,2001.0,0.0,2950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.153424657534247,1
Other,1.0,1.0,2000.0,0.0,517018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.632876712328768,1
Software ,3.0,8.0,2008.0,0.0,10849999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750000.0,6100000.0,0.0,0.0,0.0,0.0,0.1726027397260274,0
Other,3.0,1.0,2008.0,0.0,5100000.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,600000.0,4500000.0,0.0,0.0,0.0,0.0,0.0,1
E-Commerce ,4.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,125000.0,1350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Enterprise Software ,1.0,1.0,2004.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,3.2986301369863016,1
Software ,3.0,1.0,2006.0,0.0,3500000.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,1.8821917808219177,1
Other,1.0,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.041095890410959,1
Other,3.0,10.0,2006.0,0.0,5000000.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Health Care ,2.0,9.0,2007.0,0.0,5269376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,0.0,0.0,0.0,1.7342465753424658,0
Software ,1.0,1.0,2010.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
E-Commerce ,1.0,1.0,2008.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,1.4712328767123288,1
Other,1.0,11.0,2010.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25205479452054796,0
E-Commerce ,1.0,7.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mobile ,2.0,4.0,2011.0,0.0,3663408.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,3663408.0,0.0,0.0,0.0,0.0,0.0,0.5013698630136987,1
Other,4.0,1.0,2008.0,0.0,3800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Software ,2.0,10.0,2002.0,0.0,13500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,3.6876712328767125,1
